;FFMETADATA1
artist=Leo Laporte and the TWiTs
title=TWiT 114: Ride The TWiT Party Jet
album=TWiT September 2007
genre=Podcast
comment=http://twit.tv/114
date=2007
id3v2_priv.XMP=<?xpacket begin\="\\xef\\xbb\\xbf" id\="W5M0MpCehiHzreSzNTczkc9d"?>\\x0a<x:xmpmeta xmlns:x\="adobe:ns:meta/" x:xmptk\="3.1.2-113">\\x0a <rdf:RDF xmlns:rdf\="http://www.w3.org/1999/02/22-rdf-syntax-ns\#">\\x0a  <rdf:Description rdf:about\=""\\x0a    xmlns:xmpDM\="http://ns.adobe.com/xmp/1.0/DynamicMedia/"\\x0a    xmlns:dc\="http://purl.org/dc/elements/1.1/"\\x0a   xmpDM:audioSampleRate\="44100"\\x0a   xmpDM:audioSampleType\="32-bit"\\x0a   xmpDM:audioChannelType\="1"\\x0a   xmpDM:audioCompressor\="Windows PCM IEEE Float  (0.24 float type 3)"\\x0a   xmpDM:duration\="1:07:58.268"\\x0a   xmpDM:loop\="False"\\x0a   xmpDM:numberOfBeats\="10128"\\x0a   xmpDM:key\="C"\\x0a   xmpDM:tempo\="149"\\x0a   xmpDM:stretchMode\="Fixed Length"\\x0a   xmpDM:relativeTimestamp\=""\\x0a   xmpDM:genre\="Other">\\x0a   <dc:title>\\x0a    <rdf:Alt>\\x0a     <rdf:li xml:lang\="x-default">\\xc2\\x90&amp\;\#x01\;&amp\;\#x15\;</rdf:li>\\x0a    </rdf:Alt>\\x0a   </dc:title>\\x0a  </rdf:Description>\\x0a </rdf:RDF>\\x0a</x:xmpmeta>\\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                     \\x0a<?xpacket end\="w"?>
encoder=Lavf58.76.100
;FFMETADATA1
artist=Leo Laporte and the TWiTs
title=TWiT 114: Ride The TWiT Party Jet
album=TWiT September 2007
genre=Podcast
comment=http://twit.tv/114
date=2007
id3v2_priv.XMP=<?xpacket begin\="\\xef\\xbb\\xbf" id\="W5M0MpCehiHzreSzNTczkc9d"?>\\x0a<x:xmpmeta xmlns:x\="adobe:ns:meta/" x:xmptk\="3.1.2-113">\\x0a <rdf:RDF xmlns:rdf\="http://www.w3.org/1999/02/22-rdf-syntax-ns\#">\\x0a  <rdf:Description rdf:about\=""\\x0a    xmlns:xmpDM\="http://ns.adobe.com/xmp/1.0/DynamicMedia/"\\x0a    xmlns:dc\="http://purl.org/dc/elements/1.1/"\\x0a   xmpDM:audioSampleRate\="44100"\\x0a   xmpDM:audioSampleType\="32-bit"\\x0a   xmpDM:audioChannelType\="1"\\x0a   xmpDM:audioCompressor\="Windows PCM IEEE Float  (0.24 float type 3)"\\x0a   xmpDM:duration\="1:07:58.268"\\x0a   xmpDM:loop\="False"\\x0a   xmpDM:numberOfBeats\="10128"\\x0a   xmpDM:key\="C"\\x0a   xmpDM:tempo\="149"\\x0a   xmpDM:stretchMode\="Fixed Length"\\x0a   xmpDM:relativeTimestamp\=""\\x0a   xmpDM:genre\="Other">\\x0a   <dc:title>\\x0a    <rdf:Alt>\\x0a     <rdf:li xml:lang\="x-default">\\xc2\\x90&amp\;\#x01\;&amp\;\#x15\;</rdf:li>\\x0a    </rdf:Alt>\\x0a   </dc:title>\\x0a  </rdf:Description>\\x0a </rdf:RDF>\\x0a</x:xmpmeta>\\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                     \\x0a<?xpacket end\="w"?>
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:09:13.000 --> 00:09:14.000]   >> It's in order to do that.
[00:09:14.000 --> 00:09:15.000]   >> It's in order to do that.
[00:09:15.000 --> 00:09:16.000]   >> It's in order to do that.
[00:09:16.000 --> 00:09:17.000]   >> It's in order to do that.
[00:09:17.000 --> 00:09:18.000]   >> It's in order to do that.
[00:09:18.000 --> 00:09:19.000]   >> It's in order to do that.
[00:09:19.000 --> 00:09:20.000]   >> It's in order to do that.
[00:09:20.000 --> 00:09:21.000]   >> It's in order to do that.
[00:09:21.000 --> 00:09:22.000]   >> It's in order to do that.
[00:09:22.000 --> 00:09:23.000]   >> It's in order to do that.
[00:09:23.000 --> 00:09:24.000]   >> It's in order to do that.
[00:09:24.000 --> 00:09:25.000]   >> It's in order to do that.
[00:09:25.000 --> 00:09:26.000]   >> It's in order to do that.
[00:09:26.000 --> 00:09:27.000]   >> It's in order to do that.
[00:09:27.000 --> 00:09:28.000]   >> It's in order to do that.
[00:09:28.000 --> 00:09:29.000]   >> It's in order to do that.
[00:09:29.000 --> 00:09:30.000]   >> It's in order to do that.
[00:09:30.000 --> 00:09:31.000]   >> It's in order to do that.
[00:09:31.000 --> 00:09:32.000]   >> It's in order to do that.
[00:09:32.000 --> 00:09:33.000]   >> It's in order to do that.
[00:09:33.000 --> 00:09:34.000]   >> It's in order to do that.
[00:09:34.000 --> 00:09:35.000]   >> It's in order to do that.
[00:09:35.000 --> 00:09:36.000]   >> It's in order to do that.
[00:09:36.000 --> 00:09:37.000]   >> It's in order to do that.
[00:09:37.000 --> 00:09:38.000]   >> It's in order to do that.
[00:09:38.000 --> 00:09:39.000]   >> It's in order to do that.
[00:09:39.000 --> 00:09:40.000]   >> It's in order to do that.
[00:09:40.000 --> 00:09:41.000]   >> It's in order to do that.
[00:09:41.000 --> 00:09:42.000]   >> It's in order to do that.
[00:09:42.000 --> 00:09:43.000]   >> It's in order to do that.
[00:09:43.000 --> 00:09:44.000]   >> It's in order to do that.
[00:09:44.000 --> 00:09:45.000]   >> It's in order to do that.
[00:09:45.000 --> 00:09:46.000]   >> It's in order to do that.
[00:09:46.000 --> 00:09:47.000]   >> It's in order to do that.
[00:09:47.000 --> 00:09:48.000]   >> It's in order to do that.
[00:09:48.000 --> 00:09:49.000]   >> It's in order to do that.
[00:09:49.000 --> 00:09:50.000]   >> It's in order to do that.
[00:09:50.000 --> 00:09:51.000]   >> It's in order to do that.
[00:09:51.000 --> 00:09:52.000]   >> It's in order to do that.
[00:09:52.000 --> 00:09:53.000]   >> It's in order to do that.
[00:09:53.000 --> 00:09:54.000]   >> It's in order to do that.
[00:09:54.000 --> 00:09:55.000]   >> It's in order to do that.
[00:09:55.000 --> 00:09:56.000]   >> It's in order to do that.
[00:09:56.000 --> 00:09:57.000]   >> It's in order to do that.
[00:09:57.000 --> 00:09:58.000]   >> It's in order to do that.
[00:09:58.000 --> 00:09:59.000]   >> It's in order to do that.
[00:09:59.000 --> 00:10:00.000]   >> It's in order to do that.
[00:10:00.000 --> 00:10:01.000]   >> It's in order to do that.
[00:10:01.000 --> 00:10:02.000]   >> It's in order to do that.
[00:10:02.000 --> 00:10:03.000]   >> It's in order to do that.
[00:10:03.000 --> 00:10:04.000]   >> It's in order to do that.
[00:10:04.000 --> 00:10:05.000]   >> It's in order to do that.
[00:10:05.000 --> 00:10:06.000]   >> It's in order to do that.
[00:10:06.000 --> 00:10:07.000]   >> It's in order to do that.
[00:10:07.000 --> 00:10:08.000]   >> It's in order to do that.
[00:10:08.000 --> 00:10:09.000]   >> It's in order to do that.
[00:10:09.000 --> 00:10:10.000]   >> It's in order to do that.
[00:10:10.000 --> 00:10:11.000]   >> It's in order to do that.
[00:10:11.000 --> 00:10:12.000]   >> It's in order to do that.
[00:10:12.000 --> 00:10:13.000]   >> It's in order to do that.
[00:10:13.000 --> 00:10:14.000]   >> It's in order to do that.
[00:10:14.000 --> 00:10:15.000]   >> It's in order to do that.
[00:10:15.000 --> 00:10:16.000]   >> It's in order to do that.
[00:10:16.000 --> 00:10:23.000]   >> It's in order to do that.
[00:10:23.000 --> 00:10:24.000]   >> It's in order to do that.
[00:10:24.000 --> 00:10:25.000]   >> It's in order to do that.
[00:10:25.000 --> 00:10:26.000]   >> It's in order to do that.
[00:10:26.000 --> 00:10:27.000]   >> It's in order to do that.
[00:10:27.000 --> 00:10:28.000]   >> It's in order to do that.
[00:10:28.000 --> 00:10:29.000]   >> It's in order to do that.
[00:10:29.000 --> 00:10:30.000]   >> It's in order to do that.
[00:10:30.000 --> 00:10:31.000]   >> It's in order to do that.
[00:10:31.000 --> 00:10:32.000]   >> It's in order to do that.
[00:10:32.000 --> 00:10:33.000]   >> It's in order to do that.
[00:10:33.000 --> 00:10:34.000]   >> It's in order to do that.
[00:10:34.000 --> 00:10:35.000]   >> It's in order to do that.
[00:10:35.000 --> 00:10:36.000]   >> It's in order to do that.
[00:10:36.000 --> 00:10:37.000]   >> It's in order to do that.
[00:10:37.000 --> 00:10:38.000]   >> It's in order to do that.
[00:10:38.000 --> 00:10:39.000]   >> It's in order to do that.
[00:10:39.000 --> 00:10:40.000]   >> It's in order to do that.
[00:10:40.000 --> 00:10:41.000]   >> It's in order to do that.
[00:10:41.000 --> 00:10:42.000]   >> It's in order to do that.
[00:10:42.000 --> 00:10:43.000]   >> It's in order to do that.
[00:10:43.000 --> 00:10:44.000]   >> It's in order to do that.
[00:10:44.000 --> 00:10:45.000]   >> It's in order to do that.
[00:10:45.000 --> 00:10:46.000]   >> It's in order to do that.
[00:10:46.000 --> 00:10:47.000]   >> It's in order to do that.
[00:10:47.000 --> 00:10:48.000]   >> It's in order to do that.
[00:10:48.000 --> 00:10:49.000]   >> It's in order to do that.
[00:10:49.000 --> 00:10:50.000]   >> It's in order to do that.
[00:10:50.000 --> 00:10:51.000]   >> It's in order to do that.
[00:10:51.000 --> 00:10:52.000]   >> It's in order to do that.
[00:10:52.000 --> 00:10:53.000]   >> It's in order to do that.
[00:10:53.000 --> 00:10:54.000]   >> It's in order to do that.
[00:10:54.000 --> 00:10:55.000]   >> It's in order to do that.
[00:10:55.000 --> 00:10:56.000]   >> It's in order to do that.
[00:10:56.000 --> 00:10:57.000]   >> It's in order to do that.
[00:10:57.000 --> 00:10:58.000]   >> It's in order to do that.
[00:10:58.000 --> 00:10:59.000]   >> It's in order to do that.
[00:10:59.000 --> 00:11:00.000]   >> It's in order to do that.
[00:11:00.000 --> 00:11:01.000]   >> It's in order to do that.
[00:11:01.000 --> 00:11:02.000]   >> It's in order to do that.
[00:11:02.000 --> 00:11:03.000]   >> It's in order to do that.
[00:11:03.000 --> 00:11:04.000]   >> It's in order to do that.
[00:11:04.000 --> 00:11:05.000]   >> It's in order to do that.
[00:11:05.000 --> 00:11:06.000]   >> It's in order to do that.
[00:11:06.000 --> 00:11:07.000]   >> It's in order to do that.
[00:11:07.000 --> 00:11:08.000]   >> It's in order to do that.
[00:11:08.000 --> 00:11:09.000]   >> It's in order to do that.
[00:11:09.000 --> 00:11:10.000]   >> It's in order to do that.
[00:11:10.000 --> 00:11:11.000]   >> It's in order to do that.
[00:11:11.000 --> 00:11:12.000]   >> It's in order to do that.
[00:11:12.000 --> 00:11:13.000]   >> It's in order to do that.
[00:11:13.000 --> 00:11:14.000]   >> It's in order to do that.
[00:11:14.000 --> 00:11:15.000]   >> It's in order to do that.
[00:11:15.000 --> 00:11:16.000]   >> It's in order to do that.
[00:11:16.000 --> 00:11:17.000]   >> It's in order to do that.
[00:11:17.000 --> 00:11:18.000]   >> It's in order to do that.
[00:11:18.000 --> 00:11:19.000]   >> It's in order to do that.
[00:11:19.000 --> 00:11:20.000]   >> It's in order to do that.
[00:11:20.000 --> 00:11:21.000]   >> It's in order to do that.
[00:11:21.000 --> 00:11:22.000]   >> It's in order to do that.
[00:11:22.000 --> 00:11:23.000]   >> It's in order to do that.
[00:11:23.000 --> 00:11:24.000]   >> It's in order to do that.
[00:11:24.000 --> 00:11:25.000]   >> It's in order to do that.
[00:11:25.000 --> 00:11:26.000]   >> It's in order to do that.
[00:11:26.000 --> 00:11:27.000]   >> It's in order to do that.
[00:11:27.000 --> 00:11:28.000]   >> It's in order to do that.
[00:11:28.000 --> 00:11:29.000]   >> It's in order to do that.
[00:11:29.000 --> 00:11:30.000]   >> It's in order to do that.
[00:11:30.000 --> 00:11:31.000]   >> It's in order to do that.
[00:11:31.000 --> 00:11:32.000]   >> It's in order to do that.
[00:11:32.000 --> 00:11:33.000]   >> It's in order to do that.
[00:11:33.000 --> 00:11:34.000]   >> It's in order to do that.
[00:11:34.000 --> 00:11:35.000]   >> It's in order to do that.
[00:11:35.000 --> 00:11:36.000]   >> It's in order to do that.
[00:11:36.000 --> 00:11:37.000]   >> It's in order to do that.
[00:11:37.000 --> 00:11:38.000]   >> It's in order to do that.
[00:11:38.000 --> 00:11:39.000]   >> It's in order to do that.
[00:11:39.000 --> 00:11:40.000]   >> It's in order to do that.
[00:11:40.000 --> 00:11:41.000]   >> It's in order to do that.
[00:11:41.000 --> 00:11:42.000]   >> It's in order to do that.
[00:11:42.000 --> 00:11:43.000]   >> It's in order to do that.
[00:11:43.000 --> 00:11:44.000]   >> It's in order to do that.
[00:11:44.000 --> 00:11:45.000]   >> It's in order to do that.
[00:11:45.000 --> 00:11:46.000]   >> It's in order to do that.
[00:11:46.000 --> 00:11:47.000]   >> It's in order to do that.
[00:11:47.000 --> 00:11:48.000]   >> It's in order to do that.
[00:11:48.000 --> 00:11:49.000]   >> It's in order to do that.
[00:11:49.000 --> 00:11:50.000]   >> It's in order to do that.
[00:11:50.000 --> 00:11:51.000]   >> It's in order to do that.
[00:11:51.000 --> 00:11:52.000]   >> It's in order to do that.
[00:11:52.000 --> 00:11:53.000]   >> It's in order to do that.
[00:11:53.000 --> 00:11:54.000]   >> It's in order to do that.
[00:11:54.000 --> 00:11:55.000]   >> It's in order to do that.
[00:11:55.000 --> 00:11:56.000]   >> It's in order to do that.
[00:11:56.000 --> 00:11:57.000]   >> It's in order to do that.
[00:11:57.000 --> 00:11:58.000]   >> It's in order to do that.
[00:11:58.000 --> 00:11:59.000]   >> It's in order to do that.
[00:11:59.000 --> 00:12:00.000]   >> It's in order to do that.
[00:12:00.000 --> 00:12:01.000]   >> It's in order to do that.
[00:12:01.000 --> 00:12:02.000]   >> It's in order to do that.
[00:12:02.000 --> 00:12:03.000]   >> It's in order to do that.
[00:12:03.000 --> 00:12:04.000]   >> It's in order to do that.
[00:12:04.000 --> 00:12:05.000]   >> It's in order to do that.
[00:12:05.000 --> 00:12:06.000]   >> It's in order to do that.
[00:12:06.000 --> 00:12:07.000]   >> It's in order to do that.
[00:12:07.000 --> 00:12:08.000]   >> It's in order to do that.
[00:12:08.000 --> 00:12:09.000]   >> It's in order to do that.
[00:12:09.000 --> 00:12:10.000]   >> It's in order to do that.
[00:12:10.000 --> 00:12:11.000]   >> It's in order to do that.
[00:12:11.000 --> 00:12:12.000]   >> It's in order to do that.
[00:12:12.000 --> 00:12:13.000]   >> It's in order to do that.
[00:12:13.000 --> 00:12:14.000]   >> It's in order to do that.
[00:12:14.000 --> 00:12:15.000]   >> It's in order to do that.
[00:12:15.000 --> 00:12:16.000]   >> It's in order to do that.
[00:12:16.000 --> 00:12:17.000]   >> It's in order to do that.
[00:12:17.000 --> 00:12:18.000]   >> It's in order to do that.
[00:12:18.000 --> 00:12:19.000]   >> It's in order to do that.
[00:12:19.000 --> 00:12:20.000]   >> It's in order to do that.
[00:12:20.000 --> 00:12:21.000]   >> It's in order to do that.
[00:12:21.000 --> 00:12:22.000]   >> It's in order to do that.
[00:12:22.000 --> 00:12:23.000]   >> It's in order to do that.
[00:12:23.000 --> 00:12:24.000]   >> It's in order to do that.
[00:12:24.000 --> 00:12:25.000]   >> It's in order to do that.
[00:12:25.000 --> 00:12:26.000]   >> It's in order to do that.
[00:12:26.000 --> 00:12:27.000]   >> It's in order to do that.
[00:12:27.000 --> 00:12:28.000]   >> It's in order to do that.
[00:12:28.000 --> 00:12:29.000]   >> It's in order to do that.
[00:12:29.000 --> 00:12:30.000]   >> It's in order to do that.
[00:12:30.000 --> 00:12:31.000]   >> It's in order to do that.
[00:12:31.000 --> 00:12:32.000]   >> It's in order to do that.
[00:12:32.000 --> 00:12:33.000]   >> It's in order to do that.
[00:12:33.000 --> 00:12:34.000]   >> It's in order to do that.
[00:12:34.000 --> 00:12:35.000]   >> It's in order to do that.
[00:12:35.000 --> 00:12:36.000]   >> It's in order to do that.
[00:12:36.000 --> 00:12:37.000]   >> It's in order to do that.
[00:12:37.000 --> 00:12:38.000]   >> It's in order to do that.
[00:12:38.000 --> 00:12:39.000]   >> It's in order to do that.
[00:12:39.000 --> 00:12:40.000]   >> It's in order to do that.
[00:12:40.000 --> 00:12:41.000]   >> It's in order to do that.
[00:12:41.000 --> 00:12:42.000]   >> It's in order to do that.
[00:12:42.000 --> 00:12:43.000]   >> It's in order to do that.
[00:12:43.000 --> 00:12:44.000]   >> It's in order to do that.
[00:12:44.000 --> 00:12:45.000]   >> It's in order to do that.
[00:12:45.000 --> 00:12:46.000]   >> It's in order to do that.
[00:12:46.000 --> 00:12:47.000]   >> It's in order to do that.
[00:12:47.000 --> 00:12:48.000]   >> It's in order to do that.
[00:12:48.000 --> 00:12:49.000]   >> It's in order to do that.
[00:12:49.000 --> 00:12:50.000]   >> It's in order to do that.
[00:12:50.000 --> 00:12:51.000]   >> It's in order to do that.
[00:12:51.000 --> 00:12:52.000]   >> It's in order to do that.
[00:12:52.000 --> 00:12:53.000]   >> It's in order to do that.
[00:12:53.000 --> 00:12:54.000]   >> It's in order to do that.
[00:12:54.000 --> 00:12:55.000]   >> It's in order to do that.
[00:12:55.000 --> 00:12:56.000]   >> It's in order to do that.
[00:12:56.000 --> 00:12:57.000]   >> It's in order to do that.
[00:12:57.000 --> 00:12:58.000]   >> It's in order to do that.
[00:12:58.000 --> 00:12:59.000]   >> It's in order to do that.
[00:12:59.000 --> 00:13:00.000]   >> It's in order to do that.
[00:13:00.000 --> 00:13:01.000]   >> It's in order to do that.
[00:13:01.000 --> 00:13:02.000]   >> It's in order to do that.
[00:13:02.000 --> 00:13:04.000]   >> It's in order to do that.
[00:13:04.000 --> 00:13:05.000]   >> It's in order to do that.
[00:13:05.000 --> 00:13:06.000]   >> It's in order to do that.
[00:13:06.000 --> 00:13:07.000]   >> It's in order to do that.
[00:13:07.000 --> 00:13:08.000]   >> It's in order to do that.
[00:13:08.000 --> 00:13:09.000]   >> It's in order to do that.
[00:13:09.000 --> 00:13:10.000]   >> It's in order to do that.
[00:13:10.000 --> 00:13:11.000]   >> It's in order to do that.
[00:13:11.000 --> 00:13:12.000]   >> It's in order to do that.
[00:13:12.000 --> 00:13:13.000]   >> It's in order to do that.
[00:13:13.000 --> 00:13:14.000]   >> It's in order to do that.
[00:13:14.000 --> 00:13:15.000]   >> It's in order to do that.
[00:13:15.000 --> 00:13:16.000]   >> It's in order to do that.
[00:13:16.000 --> 00:13:17.000]   >> It's in order to do that.
[00:13:17.000 --> 00:13:18.000]   >> It's in order to do that.
[00:13:18.000 --> 00:13:19.000]   >> It's in order to do that.
[00:13:19.000 --> 00:13:20.000]   >> It's in order to do that.
[00:13:20.000 --> 00:13:21.000]   >> It's in order to do that.
[00:13:21.000 --> 00:13:22.000]   >> It's in order to do that.
[00:13:22.000 --> 00:13:23.000]   >> It's in order to do that.
[00:13:23.000 --> 00:13:24.000]   >> It's in order to do that.
[00:13:24.000 --> 00:13:25.000]   >> It's in order to do that.
[00:13:25.000 --> 00:13:26.000]   >> It's in order to do that.
[00:13:26.000 --> 00:13:27.000]   >> It's in order to do that.
[00:13:27.000 --> 00:13:28.000]   >> It's in order to do that.
[00:13:28.000 --> 00:13:29.000]   >> It's in order to do that.
[00:13:29.000 --> 00:13:30.000]   >> It's in order to do that.
[00:13:30.000 --> 00:13:31.000]   >> It's in order to do that.
[00:13:31.000 --> 00:13:32.000]   >> It's in order to do that.
[00:13:32.000 --> 00:13:33.000]   >> It's in order to do that.
[00:13:33.000 --> 00:13:34.000]   >> It's in order to do that.
[00:13:34.000 --> 00:13:35.000]   >> It's in order to do that.
[00:13:35.000 --> 00:13:36.000]   >> It's in order to do that.
[00:13:36.000 --> 00:13:37.000]   >> It's in order to do that.
[00:13:37.000 --> 00:13:38.000]   >> It's in order to do that.
[00:13:38.000 --> 00:13:39.000]   >> It's in order to do that.
[00:13:39.000 --> 00:13:40.000]   >> It's in order to do that.
[00:13:40.000 --> 00:13:41.000]   >> It's in order to do that.
[00:13:41.000 --> 00:13:42.000]   >> It's in order to do that.
[00:13:42.000 --> 00:13:43.000]   >> It's in order to do that.
[00:13:43.000 --> 00:13:44.000]   >> It's in order to do that.
[00:13:44.000 --> 00:13:45.000]   >> It's in order to do that.
[00:13:45.000 --> 00:13:46.000]   >> It's in order to do that.
[00:13:46.000 --> 00:13:47.000]   >> It's in order to do that.
[00:13:47.000 --> 00:13:48.000]   >> It's in order to do that.
[00:13:48.000 --> 00:13:49.000]   >> It's in order to do that.
[00:13:49.000 --> 00:13:50.000]   >> It's in order to do that.
[00:13:50.000 --> 00:13:51.000]   >> It's in order to do that.
[00:13:51.000 --> 00:13:52.000]   >> It's in order to do that.
[00:13:52.000 --> 00:13:53.000]   >> It's in order to do that.
[00:13:53.000 --> 00:13:54.000]   >> It's in order to do that.
[00:13:54.000 --> 00:13:55.000]   >> It's in order to do that.
[00:13:55.000 --> 00:13:56.000]   >> It's in order to do that.
[00:13:56.000 --> 00:13:57.000]   >> It's in order to do that.
[00:13:57.000 --> 00:13:58.000]   >> It's in order to do that.
[00:13:58.000 --> 00:13:59.000]   >> It's in order to do that.
[00:13:59.000 --> 00:14:00.000]   >> It's in order to do that.
[00:14:00.000 --> 00:14:01.000]   >> It's in order to do that.
[00:14:01.000 --> 00:14:02.000]   >> It's in order to do that.
[00:14:02.000 --> 00:14:03.000]   >> It's in order to do that.
[00:14:03.000 --> 00:14:05.000]   >> It's in order to do that.
[00:14:05.000 --> 00:14:06.000]   >> It's in order to do that.
[00:14:06.000 --> 00:14:07.000]   >> It's in order to do that.
[00:14:07.000 --> 00:14:08.000]   >> It's in order to do that.
[00:14:08.000 --> 00:14:09.000]   >> It's in order to do that.
[00:14:09.000 --> 00:14:10.000]   >> It's in order to do that.
[00:14:10.000 --> 00:14:11.000]   >> It's in order to do that.
[00:14:11.000 --> 00:14:12.000]   >> It's in order to do that.
[00:14:12.000 --> 00:14:13.000]   >> It's in order to do that.
[00:14:13.000 --> 00:14:14.000]   >> It's in order to do that.
[00:14:14.000 --> 00:14:15.000]   >> It's in order to do that.
[00:14:15.000 --> 00:14:16.000]   >> It's in order to do that.
[00:14:16.000 --> 00:14:17.000]   >> It's in order to do that.
[00:14:17.000 --> 00:14:18.000]   >> It's in order to do that.
[00:14:18.000 --> 00:14:19.000]   >> It's in order to do that.
[00:14:19.000 --> 00:14:20.000]   >> It's in order to do that.
[00:14:20.000 --> 00:14:21.000]   >> It's in order to do that.
[00:14:21.000 --> 00:14:22.000]   >> It's in order to do that.
[00:14:22.000 --> 00:14:23.000]   >> It's in order to do that.
[00:14:23.000 --> 00:14:24.000]   >> It's in order to do that.
[00:14:24.000 --> 00:14:25.000]   >> It's in order to do that.
[00:14:25.000 --> 00:14:26.000]   >> It's in order to do that.
[00:14:26.000 --> 00:14:27.000]   >> It's in order to do that.
[00:14:27.000 --> 00:14:28.000]   >> It's in order to do that.
[00:14:28.000 --> 00:14:29.000]   >> It's in order to do that.
[00:14:29.000 --> 00:14:30.000]   >> It's in order to do that.
[00:14:30.000 --> 00:14:31.000]   >> It's in order to do that.
[00:14:31.000 --> 00:14:32.000]   >> It's in order to do that.
[00:14:32.000 --> 00:14:33.000]   >> It's in order to do that.
[00:14:33.000 --> 00:14:34.000]   >> It's in order to do that.
[00:14:34.000 --> 00:14:35.000]   >> It's in order to do that.
[00:14:35.000 --> 00:14:36.000]   >> It's in order to do that.
[00:14:36.000 --> 00:14:37.000]   >> It's in order to do that.
[00:14:37.000 --> 00:14:38.000]   >> It's in order to do that.
[00:14:38.000 --> 00:14:39.000]   >> It's in order to do that.
[00:14:39.000 --> 00:14:40.000]   >> It's in order to do that.
[00:14:40.000 --> 00:14:41.000]   >> It's in order to do that.
[00:14:41.000 --> 00:14:42.000]   >> It's in order to do that.
[00:14:42.000 --> 00:14:43.000]   >> It's in order to do that.
[00:14:43.000 --> 00:14:44.000]   >> It's in order to do that.
[00:14:44.000 --> 00:14:45.000]   >> It's in order to do that.
[00:14:45.000 --> 00:14:46.000]   >> It's in order to do that.
[00:14:46.000 --> 00:14:47.000]   >> It's in order to do that.
[00:14:47.000 --> 00:14:48.000]   >> It's in order to do that.
[00:14:48.000 --> 00:14:49.000]   >> It's in order to do that.
[00:14:49.000 --> 00:14:50.000]   >> It's in order to do that.
[00:14:50.000 --> 00:14:51.000]   >> It's in order to do that.
[00:14:51.000 --> 00:14:52.000]   >> It's in order to do that.
[00:14:52.000 --> 00:14:53.000]   >> It's in order to do that.
[00:14:53.000 --> 00:14:54.000]   >> It's in order to do that.
[00:14:54.000 --> 00:14:55.000]   >> It's in order to do that.
[00:14:55.000 --> 00:14:56.000]   >> It's in order to do that.
[00:14:56.000 --> 00:14:57.000]   >> It's in order to do that.
[00:14:57.000 --> 00:14:58.000]   >> It's in order to do that.
[00:14:58.000 --> 00:14:59.000]   >> It's in order to do that.
[00:14:59.000 --> 00:15:00.000]   >> It's in order to do that.
[00:15:00.000 --> 00:15:01.000]   >> It's in order to do that.
[00:15:01.000 --> 00:15:02.000]   >> It's in order to do that.
[00:15:02.000 --> 00:15:03.000]   >> It's in order to do that.
[00:15:03.000 --> 00:15:04.000]   >> It's in order to do that.
[00:15:04.000 --> 00:15:05.000]   >> It's in order to do that.
[00:15:05.000 --> 00:15:06.000]   >> It's in order to do that.
[00:15:06.000 --> 00:15:07.000]   >> It's in order to do that.
[00:15:07.000 --> 00:15:08.000]   >> It's in order to do that.
[00:15:08.000 --> 00:15:09.000]   >> It's in order to do that.
[00:15:09.000 --> 00:15:10.000]   >> It's in order to do that.
[00:15:10.000 --> 00:15:11.000]   >> It's in order to do that.
[00:15:11.000 --> 00:15:12.000]   >> It's in order to do that.
[00:15:12.000 --> 00:15:13.000]   >> It's in order to do that.
[00:15:13.000 --> 00:15:14.000]   >> It's in order to do that.
[00:15:14.000 --> 00:15:15.000]   >> It's in order to do that.
[00:15:15.000 --> 00:15:16.000]   >> It's in order to do that.
[00:15:16.000 --> 00:15:17.000]   >> It's in order to do that.
[00:15:17.000 --> 00:15:18.000]   >> It's in order to do that.
[00:15:18.000 --> 00:15:19.000]   >> It's in order to do that.
[00:15:19.000 --> 00:15:20.000]   >> It's in order to do that.
[00:15:20.000 --> 00:15:21.000]   >> It's in order to do that.
[00:15:21.000 --> 00:15:22.000]   >> It's in order to do that.
[00:15:22.000 --> 00:15:23.000]   >> It's in order to do that.
[00:15:23.000 --> 00:15:24.000]   >> It's in order to do that.
[00:15:24.000 --> 00:15:25.000]   >> It's in order to do that.
[00:15:25.000 --> 00:15:26.000]   >> It's in order to do that.
[00:15:26.000 --> 00:15:27.000]   >> It's in order to do that.
[00:15:27.000 --> 00:15:28.000]   >> It's in order to do that.
[00:15:28.000 --> 00:15:29.000]   >> It's in order to do that.
[00:15:29.000 --> 00:15:30.000]   >> It's in order to do that.
